Tonic,Scale_Type,Degree,Roman,Triad,Seventh,Chord_Tones_Triad,Chord_Tones_7th,Intervals_Triad,Intervals_7th
C#,Locrian,5,V,Maj,Maj7,F#-A#-C#,F#-A#-C#-F,"4,7","4,7,11"
C#,Locrian,6,VI,Maj,7,G#-C-D#,G#-C-D#-F#,"4,7","4,7,10"
C#,Locrian,7,vii,min,min7,A#-C#-F,A#-C#-F-G#,"3,7","3,7,10"
C#,Harmonic Minor,1,i,min,mMaj7,C-D#-G,C-D#-G-B,"3,7","3,7,11"
C#,Harmonic Minor,2,ii°,dim,m7♭5,D-F-G#,D-F-G#-C,"3,6","3,6,10"
C#,Harmonic Minor,3,III+,aug,Maj7♯5,D#-G-B,D#-G-B-D,"4,8","4,8,11"
C#,Harmonic Minor,4,iv,min,min7,F-G#-C,F-G#-C-D#,"3,7","3,7,10"
C#,Harmonic Minor,5,V,Maj,7,G-B-D,G-B-D-F,"4,7","4,7,10"
C#,Harmonic Minor,6,VI,Maj,Maj7,G#-C-D#,G#-C-D#-G,"4,7","4,7,11"
C#,Harmonic Minor,7,vii°,dim,dim7,B-D-F,B-D-F-G#,"3,6","3,6,9"
C#,Melodic Minor (Ascending),1,i,min,mMaj7,C-D#-G,C-D#-G-B,"3,7","3,7,11"
C#,Melodic Minor (Ascending),2,ii,min,min7,D-F-A,D-F-A-C,"3,7","3,7,10"
C#,Melodic Minor (Ascending),3,III+,aug,Maj7♯5,D#-G-B,D#-G-B-D,"4,8","4,8,11"
C#,Melodic Minor (Ascending),4,IV,Maj,7,F-A-C,F-A-C-D#,"4,7","4,7,10"
C#,Melodic Minor (Ascending),5,V,Maj,7,G-B-D,G-B-D-F,"4,7","4,7,10"
C#,Melodic Minor (Ascending),6,vi°,dim,m7♭5,A-C-D#,A-C-D#-G,"3,6","3,6,10"
C#,Melodic Minor (Ascending),7,vii°,dim,m7♭5,B-D-F,B-D-F-A,"3,6","3,6,10"
C#,Melodic Minor (Descending=Nat),1,i,min,min7,C-D#-G,C-D#-G-A#,"3,7","3,7,10"
C#,Melodic Minor (Descending=Nat),2,ii°,dim,m7♭5,D-F-G#,D-F-G#-C,"3,6","3,6,10"
C#,Melodic Minor (Descending=Nat),3,III,Maj,Maj7,D#-G-A#,D#-G-A#-D,"4,7","4,7,11"
C#,Melodic Minor (Descending=Nat),4,iv,min,min7,F-G#-C,F-G#-C-D#,"3,7","3,7,10"
C#,Melodic Minor (Descending=Nat),5,v,min,min7,G-A#-D,G-A#-D-F,"3,7","3,7,10"
C#,Melodic Minor (Descending=Nat),6,VI,Maj,Maj7,G#-C-D#,G#-C-D#-G,"4,7","4,7,11"
C#,Melodic Minor (Descending=Nat),7,VII,Maj,7,A#-D-F,A#-D-F-G#,"4,7","4,7,10"
F,Ionian (Major),1,I,Maj,Maj7,C-E-G,C-E-G-B,"4,7","4,7,11"
F,Ionian (Major),2,ii,min,min7,D-F-A,D-F-A-C,"3,7","3,7,10"
F,Ionian (Major),3,iii,min,min7,E-G-B,E-G-B-D,"3,7","3,7,10"
F,Ionian (Major),4,IV,Maj,Maj7,F-A-C,F-A-C-E,"4,7","4,7,11"
F,Ionian (Major),5,V,Maj,7,G-B-D,G-B-D-F,"4,7","4,7,10"
F,Ionian (Major),6,vi,min,min7,A-C-E,A-C-E-G,"3,7","3,7,10"
F,Ionian (Major),7,vii°,dim,m7♭5,B-D-F,B-D-F-A,"3,6","3,6,10"
F,Dorian,1,i,min,min7,C-Eb-G,C-Eb-G-Bb,"3,7","3,7,10"
F,Dorian,2,ii,min,min7,D-F-A,D-F-A-C,"3,7","3,7,10"
F,Dorian,3,III,Maj,Maj7,Eb-G-Bb,Eb-G-Bb-D,"4,7","4,7,11"
F,Dorian,4,IV,Maj,7,F-A-C,F-A-C-Eb,"4,7","4,7,10"
F,Dorian,5,v,min,min7,G-Bb-D,G-Bb-D-F,"3,7","3,7,10"
F,Dorian,6,vi°,dim,m7♭5,A-C-Eb,A-C-Eb-G,"3,6","3,6,10"
F,Dorian,7,VII,Maj,Maj7,Bb-D-F,Bb-D-F-A,"4,7","4,7,11"
F,Phrygian,1,i,min,min7,C-Eb-G,C-Eb-G-Bb,"3,7","3,7,10"
F,Phrygian,2,II,Maj,Maj7,Db-F-Ab,Db-F-Ab-C,"4,7","4,7,11"
F,Phrygian,3,III,Maj,7,Eb-G-Bb,Eb-G-Bb-Db,"4,7","4,7,10"
F,Phrygian,4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
F,Phrygian,5,v°,dim,m7♭5,G-Bb-Db,G-Bb-Db-F,"3,6","3,6,10"
F,Phrygian,6,VI,Maj,Maj7,Ab-C-Eb,Ab-C-Eb-G,"4,7","4,7,11"
F,Phrygian,7,vii,min,min7,Bb-Db-F,Bb-Db-F-Ab,"3,7","3,7,10"
F,Lydian,1,I,Maj,Maj7,C-E-G,C-E-G-B,"4,7","4,7,11"
F,Lydian,2,II,Maj,7,D-Gb-A,D-Gb-A-C,"4,7","4,7,10"
F,Lydian,3,iii,min,min7,E-G-B,E-G-B-D,"3,7","3,7,10"
F,Lydian,4,iv°,dim,m7♭5,Gb-A-C,Gb-A-C-E,"3,6","3,6,10"
F,Lydian,5,V,Maj,Maj7,G-B-D,G-B-D-Gb,"4,7","4,7,11"
F,Lydian,6,vi,min,min7,A-C-E,A-C-E-G,"3,7","3,7,10"
F,Lydian,7,vii,min,min7,B-D-Gb,B-D-Gb-A,"3,7","3,7,10"
F,Mixolydian,1,I,Maj,7,C-E-G,C-E-G-Bb,"4,7","4,7,10"
F,Mixolydian,2,ii,min,min7,D-F-A,D-F-A-C,"3,7","3,7,10"
F,Mixolydian,3,iii°,dim,m7♭5,E-G-Bb,E-G-Bb-D,"3,6","3,6,10"
F,Mixolydian,4,IV,Maj,Maj7,F-A-C,F-A-C-E,"4,7","4,7,11"
F,Mixolydian,5,v,min,min7,G-Bb-D,G-Bb-D-F,"3,7","3,7,10"
F,Mixolydian,6,vi,min,min7,A-C-E,A-C-E-G,"3,7","3,7,10"
F,Mixolydian,7,VII,Maj,Maj7,Bb-D-F,Bb-D-F-A,"4,7","4,7,11"
F,Aeolian (Natural Minor),1,i,min,min7,C-Eb-G,C-Eb-G-Bb,"3,7","3,7,10"
F,Aeolian (Natural Minor),2,ii°,dim,m7♭5,D-F-Ab,D-F-Ab-C,"3,6","3,6,10"
F,Aeolian (Natural Minor),3,III,Maj,Maj7,Eb-G-Bb,Eb-G-Bb-D,"4,7","4,7,11"
F,Aeolian (Natural Minor),4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
F,Aeolian (Natural Minor),5,v,min,min7,G-Bb-D,G-Bb-D-F,"3,7","3,7,10"
F,Aeolian (Natural Minor),6,VI,Maj,Maj7,Ab-C-Eb,Ab-C-Eb-G,"4,7","4,7,11"
F,Aeolian (Natural Minor),7,VII,Maj,7,Bb-D-F,Bb-D-F-Ab,"4,7","4,7,10"
F,Locrian,1,i°,dim,m7♭5,C-Eb-Gb,C-Eb-Gb-Bb,"3,6","3,6,10"
F,Locrian,2,II,Maj,Maj7,Db-F-Ab,Db-F-Ab-C,"4,7","4,7,11"
F,Locrian,3,iii,min,min7,Eb-Gb-Bb,Eb-Gb-Bb-Db,"3,7","3,7,10"
F,Locrian,4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
F,Locrian,5,V,Maj,Maj7,Gb-Bb-Db,Gb-Bb-Db-F,"4,7","4,7,11"
F,Locrian,6,VI,Maj,7,Ab-C-Eb,Ab-C-Eb-Gb,"4,7","4,7,10"
F,Locrian,7,vii,min,min7,Bb-Db-F,Bb-Db-F-Ab,"3,7","3,7,10"
F,Harmonic Minor,1,i,min,mMaj7,C-Eb-G,C-Eb-G-B,"3,7","3,7,11"
F,Harmonic Minor,2,ii°,dim,m7♭5,D-F-Ab,D-F-Ab-C,"3,6","3,6,10"
F,Harmonic Minor,3,III+,aug,Maj7♯5,Eb-G-B,Eb-G-B-D,"4,8","4,8,11"
F,Harmonic Minor,4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
F,Harmonic Minor,5,V,Maj,7,G-B-D,G-B-D-F,"4,7","4,7,10"
F,Harmonic Minor,6,VI,Maj,Maj7,Ab-C-Eb,Ab-C-Eb-G,"4,7","4,7,11"
F,Harmonic Minor,7,vii°,dim,dim7,B-D-F,B-D-F-Ab,"3,6","3,6,9"
F,Melodic Minor (Ascending),1,i,min,mMaj7,C-Eb-G,C-Eb-G-B,"3,7","3,7,11"
F,Melodic Minor (Ascending),2,ii,min,min7,D-F-A,D-F-A-C,"3,7","3,7,10"
F,Melodic Minor (Ascending),3,III+,aug,Maj7♯5,Eb-G-B,Eb-G-B-D,"4,8","4,8,11"
F,Melodic Minor (Ascending),4,IV,Maj,7,F-A-C,F-A-C-Eb,"4,7","4,7,10"
F,Melodic Minor (Ascending),5,V,Maj,7,G-B-D,G-B-D-F,"4,7","4,7,10"
F,Melodic Minor (Ascending),6,vi°,dim,m7♭5,A-C-Eb,A-C-Eb-G,"3,6","3,6,10"
F,Melodic Minor (Ascending),7,vii°,dim,m7♭5,B-D-F,B-D-F-A,"3,6","3,6,10"
F,Melodic Minor (Descending=Nat),1,i,min,min7,C-Eb-G,C-Eb-G-Bb,"3,7","3,7,10"
F,Melodic Minor (Descending=Nat),2,ii°,dim,m7♭5,D-F-Ab,D-F-Ab-C,"3,6","3,6,10"
F,Melodic Minor (Descending=Nat),3,III,Maj,Maj7,Eb-G-Bb,Eb-G-Bb-D,"4,7","4,7,11"
F,Melodic Minor (Descending=Nat),4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
F,Melodic Minor (Descending=Nat),5,v,min,min7,G-Bb-D,G-Bb-D-F,"3,7","3,7,10"
F,Melodic Minor (Descending=Nat),6,VI,Maj,Maj7,Ab-C-Eb,Ab-C-Eb-G,"4,7","4,7,11"
F,Melodic Minor (Descending=Nat),7,VII,Maj,7,Bb-D-F,Bb-D-F-Ab,"4,7","4,7,10"
Bb,Ionian (Major),1,I,Maj,Maj7,C-E-G,C-E-G-B,"4,7","4,7,11"
Bb,Ionian (Major),2,ii,min,min7,D-F-A,D-F-A-C,"3,7","3,7,10"
Bb,Ionian (Major),3,iii,min,min7,E-G-B,E-G-B-D,"3,7","3,7,10"
Bb,Ionian (Major),4,IV,Maj,Maj7,F-A-C,F-A-C-E,"4,7","4,7,11"
Bb,Ionian (Major),5,V,Maj,7,G-B-D,G-B-D-F,"4,7","4,7,10"
Bb,Ionian (Major),6,vi,min,min7,A-C-E,A-C-E-G,"3,7","3,7,10"
Bb,Ionian (Major),7,vii°,dim,m7♭5,B-D-F,B-D-F-A,"3,6","3,6,10"
Bb,Dorian,1,i,min,min7,C-Eb-G,C-Eb-G-Bb,"3,7","3,7,10"
Bb,Dorian,2,ii,min,min7,D-F-A,D-F-A-C,"3,7","3,7,10"
Bb,Dorian,3,III,Maj,Maj7,Eb-G-Bb,Eb-G-Bb-D,"4,7","4,7,11"
Bb,Dorian,4,IV,Maj,7,F-A-C,F-A-C-Eb,"4,7","4,7,10"
Bb,Dorian,5,v,min,min7,G-Bb-D,G-Bb-D-F,"3,7","3,7,10"
Bb,Dorian,6,vi°,dim,m7♭5,A-C-Eb,A-C-Eb-G,"3,6","3,6,10"
Bb,Dorian,7,VII,Maj,Maj7,Bb-D-F,Bb-D-F-A,"4,7","4,7,11"
Bb,Phrygian,1,i,min,min7,C-Eb-G,C-Eb-G-Bb,"3,7","3,7,10"
Bb,Phrygian,2,II,Maj,Maj7,Db-F-Ab,Db-F-Ab-C,"4,7","4,7,11"
Bb,Phrygian,3,III,Maj,7,Eb-G-Bb,Eb-G-Bb-Db,"4,7","4,7,10"
Bb,Phrygian,4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
Bb,Phrygian,5,v°,dim,m7♭5,G-Bb-Db,G-Bb-Db-F,"3,6","3,6,10"
Bb,Phrygian,6,VI,Maj,Maj7,Ab-C-Eb,Ab-C-Eb-G,"4,7","4,7,11"
Bb,Phrygian,7,vii,min,min7,Bb-Db-F,Bb-Db-F-Ab,"3,7","3,7,10"
Bb,Lydian,1,I,Maj,Maj7,C-E-G,C-E-G-B,"4,7","4,7,11"
Bb,Lydian,2,II,Maj,7,D-Gb-A,D-Gb-A-C,"4,7","4,7,10"
Bb,Lydian,3,iii,min,min7,E-G-B,E-G-B-D,"3,7","3,7,10"
Bb,Lydian,4,iv°,dim,m7♭5,Gb-A-C,Gb-A-C-E,"3,6","3,6,10"
Bb,Lydian,5,V,Maj,Maj7,G-B-D,G-B-D-Gb,"4,7","4,7,11"
Bb,Lydian,6,vi,min,min7,A-C-E,A-C-E-G,"3,7","3,7,10"
Bb,Lydian,7,vii,min,min7,B-D-Gb,B-D-Gb-A,"3,7","3,7,10"
Bb,Mixolydian,1,I,Maj,7,C-E-G,C-E-G-Bb,"4,7","4,7,10"
Bb,Mixolydian,2,ii,min,min7,D-F-A,D-F-A-C,"3,7","3,7,10"
Bb,Mixolydian,3,iii°,dim,m7♭5,E-G-Bb,E-G-Bb-D,"3,6","3,6,10"
Bb,Mixolydian,4,IV,Maj,Maj7,F-A-C,F-A-C-E,"4,7","4,7,11"
Bb,Mixolydian,5,v,min,min7,G-Bb-D,G-Bb-D-F,"3,7","3,7,10"
Bb,Mixolydian,6,vi,min,min7,A-C-E,A-C-E-G,"3,7","3,7,10"
Bb,Mixolydian,7,VII,Maj,Maj7,Bb-D-F,Bb-D-F-A,"4,7","4,7,11"
Bb,Aeolian (Natural Minor),1,i,min,min7,C-Eb-G,C-Eb-G-Bb,"3,7","3,7,10"
Bb,Aeolian (Natural Minor),2,ii°,dim,m7♭5,D-F-Ab,D-F-Ab-C,"3,6","3,6,10"
Bb,Aeolian (Natural Minor),3,III,Maj,Maj7,Eb-G-Bb,Eb-G-Bb-D,"4,7","4,7,11"
Bb,Aeolian (Natural Minor),4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
Bb,Aeolian (Natural Minor),5,v,min,min7,G-Bb-D,G-Bb-D-F,"3,7","3,7,10"
Bb,Aeolian (Natural Minor),6,VI,Maj,Maj7,Ab-C-Eb,Ab-C-Eb-G,"4,7","4,7,11"
Bb,Aeolian (Natural Minor),7,VII,Maj,7,Bb-D-F,Bb-D-F-Ab,"4,7","4,7,10"
Bb,Locrian,1,i°,dim,m7♭5,C-Eb-Gb,C-Eb-Gb-Bb,"3,6","3,6,10"
Bb,Locrian,2,II,Maj,Maj7,Db-F-Ab,Db-F-Ab-C,"4,7","4,7,11"
Bb,Locrian,3,iii,min,min7,Eb-Gb-Bb,Eb-Gb-Bb-Db,"3,7","3,7,10"
Bb,Locrian,4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
Bb,Locrian,5,V,Maj,Maj7,Gb-Bb-Db,Gb-Bb-Db-F,"4,7","4,7,11"
Bb,Locrian,6,VI,Maj,7,Ab-C-Eb,Ab-C-Eb-Gb,"4,7","4,7,10"
Bb,Locrian,7,vii,min,min7,Bb-Db-F,Bb-Db-F-Ab,"3,7","3,7,10"
Bb,Harmonic Minor,1,i,min,mMaj7,C-Eb-G,C-Eb-G-B,"3,7","3,7,11"
Bb,Harmonic Minor,2,ii°,dim,m7♭5,D-F-Ab,D-F-Ab-C,"3,6","3,6,10"
Bb,Harmonic Minor,3,III+,aug,Maj7♯5,Eb-G-B,Eb-G-B-D,"4,8","4,8,11"
Bb,Harmonic Minor,4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
Bb,Harmonic Minor,5,V,Maj,7,G-B-D,G-B-D-F,"4,7","4,7,10"
Bb,Harmonic Minor,6,VI,Maj,Maj7,Ab-C-Eb,Ab-C-Eb-G,"4,7","4,7,11"
Bb,Harmonic Minor,7,vii°,dim,dim7,B-D-F,B-D-F-Ab,"3,6","3,6,9"
Bb,Melodic Minor (Ascending),1,i,min,mMaj7,C-Eb-G,C-Eb-G-B,"3,7","3,7,11"
Bb,Melodic Minor (Ascending),2,ii,min,min7,D-F-A,D-F-A-C,"3,7","3,7,10"
Bb,Melodic Minor (Ascending),3,III+,aug,Maj7♯5,Eb-G-B,Eb-G-B-D,"4,8","4,8,11"
Bb,Melodic Minor (Ascending),4,IV,Maj,7,F-A-C,F-A-C-Eb,"4,7","4,7,10"
Bb,Melodic Minor (Ascending),5,V,Maj,7,G-B-D,G-B-D-F,"4,7","4,7,10"
Bb,Melodic Minor (Ascending),6,vi°,dim,m7♭5,A-C-Eb,A-C-Eb-G,"3,6","3,6,10"
Bb,Melodic Minor (Ascending),7,vii°,dim,m7♭5,B-D-F,B-D-F-A,"3,6","3,6,10"
Bb,Melodic Minor (Descending=Nat),1,i,min,min7,C-Eb-G,C-Eb-G-Bb,"3,7","3,7,10"
Bb,Melodic Minor (Descending=Nat),2,ii°,dim,m7♭5,D-F-Ab,D-F-Ab-C,"3,6","3,6,10"
Bb,Melodic Minor (Descending=Nat),3,III,Maj,Maj7,Eb-G-Bb,Eb-G-Bb-D,"4,7","4,7,11"
Bb,Melodic Minor (Descending=Nat),4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
Bb,Melodic Minor (Descending=Nat),5,v,min,min7,G-Bb-D,G-Bb-D-F,"3,7","3,7,10"
Bb,Melodic Minor (Descending=Nat),6,VI,Maj,Maj7,Ab-C-Eb,Ab-C-Eb-G,"4,7","4,7,11"
Bb,Melodic Minor (Descending=Nat),7,VII,Maj,7,Bb-D-F,Bb-D-F-Ab,"4,7","4,7,10"
Eb,Ionian (Major),1,I,Maj,Maj7,C-E-G,C-E-G-B,"4,7","4,7,11"
Eb,Ionian (Major),2,ii,min,min7,D-F-A,D-F-A-C,"3,7","3,7,10"
Eb,Ionian (Major),3,iii,min,min7,E-G-B,E-G-B-D,"3,7","3,7,10"
Eb,Ionian (Major),4,IV,Maj,Maj7,F-A-C,F-A-C-E,"4,7","4,7,11"
Eb,Ionian (Major),5,V,Maj,7,G-B-D,G-B-D-F,"4,7","4,7,10"
Eb,Ionian (Major),6,vi,min,min7,A-C-E,A-C-E-G,"3,7","3,7,10"
Eb,Ionian (Major),7,vii°,dim,m7♭5,B-D-F,B-D-F-A,"3,6","3,6,10"
Eb,Dorian,1,i,min,min7,C-Eb-G,C-Eb-G-Bb,"3,7","3,7,10"
Eb,Dorian,2,ii,min,min7,D-F-A,D-F-A-C,"3,7","3,7,10"
Eb,Dorian,3,III,Maj,Maj7,Eb-G-Bb,Eb-G-Bb-D,"4,7","4,7,11"
Eb,Dorian,4,IV,Maj,7,F-A-C,F-A-C-Eb,"4,7","4,7,10"
Eb,Dorian,5,v,min,min7,G-Bb-D,G-Bb-D-F,"3,7","3,7,10"
Eb,Dorian,6,vi°,dim,m7♭5,A-C-Eb,A-C-Eb-G,"3,6","3,6,10"
Eb,Dorian,7,VII,Maj,Maj7,Bb-D-F,Bb-D-F-A,"4,7","4,7,11"
Eb,Phrygian,1,i,min,min7,C-Eb-G,C-Eb-G-Bb,"3,7","3,7,10"
Eb,Phrygian,2,II,Maj,Maj7,Db-F-Ab,Db-F-Ab-C,"4,7","4,7,11"
Eb,Phrygian,3,III,Maj,7,Eb-G-Bb,Eb-G-Bb-Db,"4,7","4,7,10"
Eb,Phrygian,4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
Eb,Phrygian,5,v°,dim,m7♭5,G-Bb-Db,G-Bb-Db-F,"3,6","3,6,10"
Eb,Phrygian,6,VI,Maj,Maj7,Ab-C-Eb,Ab-C-Eb-G,"4,7","4,7,11"
Eb,Phrygian,7,vii,min,min7,Bb-Db-F,Bb-Db-F-Ab,"3,7","3,7,10"
Eb,Lydian,1,I,Maj,Maj7,C-E-G,C-E-G-B,"4,7","4,7,11"
Eb,Lydian,2,II,Maj,7,D-Gb-A,D-Gb-A-C,"4,7","4,7,10"
Eb,Lydian,3,iii,min,min7,E-G-B,E-G-B-D,"3,7","3,7,10"
Eb,Lydian,4,iv°,dim,m7♭5,Gb-A-C,Gb-A-C-E,"3,6","3,6,10"
Eb,Lydian,5,V,Maj,Maj7,G-B-D,G-B-D-Gb,"4,7","4,7,11"
Eb,Lydian,6,vi,min,min7,A-C-E,A-C-E-G,"3,7","3,7,10"
Eb,Lydian,7,vii,min,min7,B-D-Gb,B-D-Gb-A,"3,7","3,7,10"
Eb,Mixolydian,1,I,Maj,7,C-E-G,C-E-G-Bb,"4,7","4,7,10"
Eb,Mixolydian,2,ii,min,min7,D-F-A,D-F-A-C,"3,7","3,7,10"
Eb,Mixolydian,3,iii°,dim,m7♭5,E-G-Bb,E-G-Bb-D,"3,6","3,6,10"
Eb,Mixolydian,4,IV,Maj,Maj7,F-A-C,F-A-C-E,"4,7","4,7,11"
Eb,Mixolydian,5,v,min,min7,G-Bb-D,G-Bb-D-F,"3,7","3,7,10"
Eb,Mixolydian,6,vi,min,min7,A-C-E,A-C-E-G,"3,7","3,7,10"
Eb,Mixolydian,7,VII,Maj,Maj7,Bb-D-F,Bb-D-F-A,"4,7","4,7,11"
Eb,Aeolian (Natural Minor),1,i,min,min7,C-Eb-G,C-Eb-G-Bb,"3,7","3,7,10"
Eb,Aeolian (Natural Minor),2,ii°,dim,m7♭5,D-F-Ab,D-F-Ab-C,"3,6","3,6,10"
Eb,Aeolian (Natural Minor),3,III,Maj,Maj7,Eb-G-Bb,Eb-G-Bb-D,"4,7","4,7,11"
Eb,Aeolian (Natural Minor),4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
Eb,Aeolian (Natural Minor),5,v,min,min7,G-Bb-D,G-Bb-D-F,"3,7","3,7,10"
Eb,Aeolian (Natural Minor),6,VI,Maj,Maj7,Ab-C-Eb,Ab-C-Eb-G,"4,7","4,7,11"
Eb,Aeolian (Natural Minor),7,VII,Maj,7,Bb-D-F,Bb-D-F-Ab,"4,7","4,7,10"
Eb,Locrian,1,i°,dim,m7♭5,C-Eb-Gb,C-Eb-Gb-Bb,"3,6","3,6,10"
Eb,Locrian,2,II,Maj,Maj7,Db-F-Ab,Db-F-Ab-C,"4,7","4,7,11"
Eb,Locrian,3,iii,min,min7,Eb-Gb-Bb,Eb-Gb-Bb-Db,"3,7","3,7,10"
Eb,Locrian,4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
Eb,Locrian,5,V,Maj,Maj7,Gb-Bb-Db,Gb-Bb-Db-F,"4,7","4,7,11"
Eb,Locrian,6,VI,Maj,7,Ab-C-Eb,Ab-C-Eb-Gb,"4,7","4,7,10"
Eb,Locrian,7,vii,min,min7,Bb-Db-F,Bb-Db-F-Ab,"3,7","3,7,10"
Eb,Harmonic Minor,1,i,min,mMaj7,C-Eb-G,C-Eb-G-B,"3,7","3,7,11"
Eb,Harmonic Minor,2,ii°,dim,m7♭5,D-F-Ab,D-F-Ab-C,"3,6","3,6,10"
Eb,Harmonic Minor,3,III+,aug,Maj7♯5,Eb-G-B,Eb-G-B-D,"4,8","4,8,11"
Eb,Harmonic Minor,4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
Eb,Harmonic Minor,5,V,Maj,7,G-B-D,G-B-D-F,"4,7","4,7,10"
Eb,Harmonic Minor,6,VI,Maj,Maj7,Ab-C-Eb,Ab-C-Eb-G,"4,7","4,7,11"
Eb,Harmonic Minor,7,vii°,dim,dim7,B-D-F,B-D-F-Ab,"3,6","3,6,9"
Eb,Melodic Minor (Ascending),1,i,min,mMaj7,C-Eb-G,C-Eb-G-B,"3,7","3,7,11"
Eb,Melodic Minor (Ascending),2,ii,min,min7,D-F-A,D-F-A-C,"3,7","3,7,10"
Eb,Melodic Minor (Ascending),3,III+,aug,Maj7♯5,Eb-G-B,Eb-G-B-D,"4,8","4,8,11"
Eb,Melodic Minor (Ascending),4,IV,Maj,7,F-A-C,F-A-C-Eb,"4,7","4,7,10"
Eb,Melodic Minor (Ascending),5,V,Maj,7,G-B-D,G-B-D-F,"4,7","4,7,10"
Eb,Melodic Minor (Ascending),6,vi°,dim,m7♭5,A-C-Eb,A-C-Eb-G,"3,6","3,6,10"
Eb,Melodic Minor (Ascending),7,vii°,dim,m7♭5,B-D-F,B-D-F-A,"3,6","3,6,10"
Eb,Melodic Minor (Descending=Nat),1,i,min,min7,C-Eb-G,C-Eb-G-Bb,"3,7","3,7,10"
Eb,Melodic Minor (Descending=Nat),2,ii°,dim,m7♭5,D-F-Ab,D-F-Ab-C,"3,6","3,6,10"
Eb,Melodic Minor (Descending=Nat),3,III,Maj,Maj7,Eb-G-Bb,Eb-G-Bb-D,"4,7","4,7,11"
Eb,Melodic Minor (Descending=Nat),4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
Eb,Melodic Minor (Descending=Nat),5,v,min,min7,G-Bb-D,G-Bb-D-F,"3,7","3,7,10"
Eb,Melodic Minor (Descending=Nat),6,VI,Maj,Maj7,Ab-C-Eb,Ab-C-Eb-G,"4,7","4,7,11"
Eb,Melodic Minor (Descending=Nat),7,VII,Maj,7,Bb-D-F,Bb-D-F-Ab,"4,7","4,7,10"
Ab,Ionian (Major),1,I,Maj,Maj7,C-E-G,C-E-G-B,"4,7","4,7,11"
Ab,Ionian (Major),2,ii,min,min7,D-F-A,D-F-A-C,"3,7","3,7,10"
Ab,Ionian (Major),3,iii,min,min7,E-G-B,E-G-B-D,"3,7","3,7,10"
Ab,Ionian (Major),4,IV,Maj,Maj7,F-A-C,F-A-C-E,"4,7","4,7,11"
Ab,Ionian (Major),5,V,Maj,7,G-B-D,G-B-D-F,"4,7","4,7,10"
Ab,Ionian (Major),6,vi,min,min7,A-C-E,A-C-E-G,"3,7","3,7,10"
Ab,Ionian (Major),7,vii°,dim,m7♭5,B-D-F,B-D-F-A,"3,6","3,6,10"
Ab,Dorian,1,i,min,min7,C-Eb-G,C-Eb-G-Bb,"3,7","3,7,10"
Ab,Dorian,2,ii,min,min7,D-F-A,D-F-A-C,"3,7","3,7,10"
Ab,Dorian,3,III,Maj,Maj7,Eb-G-Bb,Eb-G-Bb-D,"4,7","4,7,11"
Ab,Dorian,4,IV,Maj,7,F-A-C,F-A-C-Eb,"4,7","4,7,10"
Ab,Dorian,5,v,min,min7,G-Bb-D,G-Bb-D-F,"3,7","3,7,10"
Ab,Dorian,6,vi°,dim,m7♭5,A-C-Eb,A-C-Eb-G,"3,6","3,6,10"
Ab,Dorian,7,VII,Maj,Maj7,Bb-D-F,Bb-D-F-A,"4,7","4,7,11"
Ab,Phrygian,1,i,min,min7,C-Eb-G,C-Eb-G-Bb,"3,7","3,7,10"
Ab,Phrygian,2,II,Maj,Maj7,Db-F-Ab,Db-F-Ab-C,"4,7","4,7,11"
Ab,Phrygian,3,III,Maj,7,Eb-G-Bb,Eb-G-Bb-Db,"4,7","4,7,10"
Ab,Phrygian,4,iv,min,min7,F-Ab-C,F-Ab-C-Eb,"3,7","3,7,10"
Ab,Phrygian,5,v°,dim,m7♭5,G-Bb-Db,G-Bb-Db-F,"3,6","3,6,10"
Ab,Phrygian,6,VI,Maj,Maj7,Ab-C-Eb,Ab-C-Eb-G,"4,7","4,7,11"
Ab,Phrygian,7,vii,min,min7,Bb-Db-F,Bb-Db-F-Ab,"3,7","3,7,10"
Ab,Lydian,1,I,Maj,Maj7,C-E-G,C-E-G-B,"4,7","4,7,11"
Ab,Lydian,2,II,Maj,7,D-Gb-A,D-Gb-A-C,"4,7","4,7,10"
Ab,Lydian,3,iii,min,min7,E-G-B,E-G-B-D,"3,7","3,7,10"
